name,address,phone,website,rating,total_reviews,price_level,business_status,types,place_id,query_used,scraped_at,emails
Real Estate Agents London,"75A Barking Rd, London E16 4HB, UK",020 7055 0441,https://realestateagentslondon.co.uk/,4.8,396,,OPERATIONAL,,ChIJjfZBDP2n2EcRoMW6UbBfGj0,property brokers,2025-09-17T17:00:54.569057,info@realestateagentslondon.co.uk
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property brokers,2025-09-17T17:00:54.731193,info@www.letsellproperty.co.uk
Estate Agents Royal Wharf,"6 Britannia Gate, London E16 1SA, UK",020 7183 5337,https://estateagentsroyalwharf.co.uk/,4.8,28,,OPERATIONAL,,ChIJjx03Sw6p2EcRFt0mjuF-Tks,property brokers,2025-09-17T17:00:54.913590,"adil.saleem@remax.co.uk, info@estateagentsroyalwharf.co.uk"
The London Broker,"12 Hay Hill, London W1J 8NR, UK",020 7193 9969,http://www.thelondonbroker.com/,3.1,11,,OPERATIONAL,,ChIJq6p6gikFdkgRg6rUvjpP30c,property brokers,2025-09-17T17:00:55.118831,info@www.thelondonbroker.com
Estate Agents Beckton,"98 Nightingale Way, London E6 5ZJ, UK",020 7183 8331,https://estateagentsbeckton.co.uk/,0.0,0,,OPERATIONAL,,ChIJGfnZsmen2EcRHV9k-nZebv0,property brokers,2025-09-17T17:00:55.296521,"info@estateagentsbeckton.co.uk.











the, info@estateagentsbeckton.co.uk"
TYRON ASH INTERNATIONAL REAL ESTATE,"Berkeley Square House, Berkeley Square, London W1J 6BE, UK",0333 305 0656,https://tyronash.com/,4.6,351,,OPERATIONAL,,ChIJJx3nVikFdkgRqsWTEWv9n0Q,property brokers,2025-09-17T17:00:55.574459,info@tyronash.com
Kingdom Property Agents Ltd,"91Katherine Road, London E6 1EW, UK",020 8821 0287,https://ukmapslocation.org/business/kingdom-property-agents-ltd-ol72tp,5.0,54,,OPERATIONAL,,ChIJicLUyMqn2EcRHRZfTn5uabI,property brokers,2025-09-17T17:00:55.727479,info@ukmapslocation.org
Ernest-Brooks International - London Estate Agency,"Sierra Quebec Bravo, 77 Marsh Wall, London E14 9SH, UK",020 3621 8881,http://www.ernest-brooks.com/,4.8,427,,OPERATIONAL,,ChIJGR1su7kCdkgRn3b1WdEZbrA,property brokers,2025-09-17T17:00:55.948367,info@www.ernest-brooks.com
Stonelink International,"Linen Hall, 162 - 168 Regent St., London W1B 5TH, UK",020 7993 4081,https://www.stonelinkinternational.com/,5.0,1,,OPERATIONAL,,ChIJia9qu5cFdkgRGGXWIONPXDo,property brokers,2025-09-17T17:00:56.166091,info@www.stonelinkinternational.com
Proper Property Claims,"9, Citibase, Gunnery Terrace, Royal Arsenal, London SE18 6SW, UK",07946 153265,http://properpropertyclaims.co.uk/,5.0,1,,OPERATIONAL,,ChIJ_36y8cCo2EcR2OyUtvHb8xg,property brokers,2025-09-17T17:00:56.350322,info@properpropertyclaims.co.uk
Flambard Williams,"30 Churchill Pl, London E14 5RE, UK",020 7183 0646,https://www.flambardwilliams.co.uk/,4.7,183,,OPERATIONAL,,ChIJCV5YLNTr2EcRYz3R-T5lj_g,property brokers,2025-09-17T17:00:56.499801,info@flambardwilliams.co.uk
Announce Property,"124 City Rd, London EC1V 2NX, UK",020 3488 7838,http://www.announceproperty.co.uk/,4.9,55,,OPERATIONAL,,ChIJlbRPZmQddkgR5uX62smbCfc,property brokers,2025-09-17T17:00:56.688707,"info@announceproperty.co.ukdeal, info@announceproperty.co.uk"
London Property Shop,"132 Katherine Rd, London E6 1ER, UK",020 8548 1234,,4.2,12,,OPERATIONAL,,ChIJV_KIqMqn2EcRLFQnFjjoWpQ,property brokers,2025-09-17T17:00:56.865690,
Maxwell Properties,"Docklands Business Centre, 10-16 Tiller Rd, London E14 8PX, UK",020 3763 6123,https://maxwellproperties.co.uk/,4.3,28,,OPERATIONAL,,ChIJOVRVZMACdkgR9wcGa7cURJM,property brokers,2025-09-17T17:00:57.145090,enquiries@maxwellproperties.co.uk
R L Morris Estate Agents,"32 High Rd, London E18 2QL, UK",020 3418 0777,http://www.rlmorrisproperty.co.uk/,4.7,53,,OPERATIONAL,,ChIJC34n8kmn2EcRZdhwJXa4JDE,property brokers,2025-09-17T17:00:57.333385,info@www.rlmorrisproperty.co.uk
Black Brick Property Solutions LLP,"12 Hay Hill, London W1J 8NR, UK",020 3141 9861,http://www.black-brick.com/,4.3,12,,OPERATIONAL,,ChIJ9VVytisFdkgRz0TcHbjqpB8,property brokers,2025-09-17T17:00:57.517850,info@black-brick.com
Brics Mortimer Silk Property Finders,"86-90 Paul St, London EC2A 4NE, UK",020 3633 0328,http://www.bricsmortimersilk.com/,5.0,2,,OPERATIONAL,,ChIJHzGK8PwJdkgR7yD4uqmymt0,property brokers,2025-09-17T17:00:57.758216,info@www.bricsmortimersilk.com
Raven Rose,"Albert House, 256-260 Old St, London EC1V 9DD, UK",020 7781 8550,http://ravenrose.co/,5.0,1,,CLOSED_TEMPORARILY,,ChIJcVxEeocddkgRJqh6jvJOxx8,property brokers,2025-09-17T17:00:57.934932,info@ravenrose.co
Independent Property Brokers,"3 More London Pl, London SE1 2RE, UK",020 3283 4172,,0.0,0,,OPERATIONAL,,ChIJI8V6fEUDdkgR5husRrH7d64,property brokers,2025-09-17T17:00:58.191152,
Victor Michael Sales And Lettings Estate Agents in Stratford / East London,"74 Leytonstone Rd, London E15 1SQ, UK",020 8519 2000,http://www.victormichael.com/,4.6,217,,OPERATIONAL,,ChIJRxJChoan2EcR8tzckAXZYpM,property brokers,2025-09-17T17:00:58.358586,info@www.victormichael.com
Kevin & Co. Sales & Letting Agents,"The Oxygen, 18 Western Gateway, London E16 1BL, UK",,https://kevinandco.uk/,4.9,231,,OPERATIONAL,,ChIJTUsu-Man2EcRNQ69BFQi0zs,property agents,2025-09-17T17:00:59.398193,enquiry@kevinandco.uk
Real Estate Agents London,"75A Barking Rd, London E16 4HB, UK",020 7055 0441,https://realestateagentslondon.co.uk/,4.8,396,,OPERATIONAL,,ChIJjfZBDP2n2EcRoMW6UbBfGj0,property agents,2025-09-17T17:00:59.642584,info@realestateagentslondon.co.uk
Kingdom Property Agents Ltd,"91Katherine Road, London E6 1EW, UK",020 8821 0287,https://ukmapslocation.org/business/kingdom-property-agents-ltd-ol72tp,5.0,54,,OPERATIONAL,,ChIJicLUyMqn2EcRHRZfTn5uabI,property agents,2025-09-17T17:00:59.802824,info@ukmapslocation.org
Harvey W James,"F1, 415 High St, London E15 4QZ, UK",020 3865 1500,https://www.harveywjames.com/,5.0,211,,OPERATIONAL,,ChIJE3YRc4qn2EcROhAhS9q0jMA,property agents,2025-09-17T17:00:59.964462,"lettings@harveywjames.com, landlord@harveywjames.com, accounts@harveywjames.com, info@harveywjames.com, property@harveywjames.com, aftercare@harveywjames.com"
ARQ Homes,"355-357, Barking Rd, London E6 1LA, UK",020 8472 0011,http://www.arqhomes.co.uk/,4.9,233,,OPERATIONAL,,ChIJD6c4L76n2EcRXQpC9qGT_Gg,property agents,2025-09-17T17:01:00.117994,"info@arqhomes.co.uk, 1lainfo@arqhomes.co"
T J Miller,"148 Plashet Rd, London E13 0QS, UK",020 8514 7788,https://uklocation.org/business/t-j-miller-af90v0,4.8,64,,OPERATIONAL,,ChIJx_eB9Lin2EcRJKlUfqzEkB0,property agents,2025-09-17T17:01:00.363307,info@uklocation.org
Key2Key Property Management,"120 Upton Ln, London E7 9LW, UK",020 8552 4777,http://www.key2keyproperties.com/,4.8,155,,OPERATIONAL,,ChIJTTTdtL2n2EcREeXyaw0MU4E,property agents,2025-09-17T17:01:00.513163,enquiries@key2keyproperties.com
Alexander Rose Estates,"Stratford Workshops, 15 Burford Rd, London E15 2SP, UK",020 3051 9877,https://alexanderroseestates.co.uk/,5.0,115,,OPERATIONAL,,ChIJKVJDsVADdkgRGRdZEVsrktw,property agents,2025-09-17T17:01:00.671689,"admin@alexanderroseestates.co.uk, 8301hello@alexanderroseestates.co.ukhomeabout, admin@alexanderroseestates.co.ukopening"
Shan Properties (UK) Ltd,"61 Plashet Grove, London E6 1AD, UK",020 8472 9993,https://shanproperties.co.uk/,4.7,332,,OPERATIONAL,,ChIJy418xren2EcRRyWx6ahlYDI,property agents,2025-09-17T17:01:00.852195,"info@shanproperties.co.uk, usinfo@shanproperties.co.uk"
Hunters Estate & Letting Agents Plaistow,"272 Barking Rd, London E13 8HR, UK",020 7474 2345,https://www.hunters.com/office/plaistow?utm_source=google&utm_medium=local,4.6,190,,OPERATIONAL,,ChIJfyPNUuGn2EcRjyl-qGgxZYg,property agents,2025-09-17T17:01:01.009129,info@www.hunters.com
Stonebridge Estate Agents,"248 High St N, London E12 6SB, UK",020 8590 1499,http://www.stonebridgelondon.co.uk/,4.9,115,,OPERATIONAL,,ChIJ9aG4mkum2EcRGnLiTKipJvI,property agents,2025-09-17T17:01:01.169369,info@stonebridgelondon.co.uk
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property agents,2025-09-17T17:01:01.381116,info@www.letsellproperty.co.uk
Easymove Estate and Letting Agents | East London,"161 High St N, London E6 1JB, UK",020 8470 0007,http://www.easymoveea.com/,4.6,308,,OPERATIONAL,,ChIJwUPrSEqm2EcRbZv5UCaL6sA,property agents,2025-09-17T17:01:01.544116,info@www.easymoveea.com
Hawks | Estate Agents | East London,"71-73 W Ham Ln, London E15 4PH, UK",020 3002 6769,https://hawksestateagents.com/,4.5,106,,OPERATIONAL,,ChIJKYW0noun2EcR-tXBbLP5dmQ,property agents,2025-09-17T17:01:01.699507,info@hawksestateagents.com
David Daniels,"49C Leytonstone Rd, London E15 1JA, UK",020 8555 3521,http://www.daviddaniels.co.uk/,4.2,297,,OPERATIONAL,,ChIJQcFIVY-n2EcR1Yy9loVJ3ok,property agents,2025-09-17T17:01:01.904837,info@www.daviddaniels.co.uk
JLL Stratford Real Estate,"5 Station St, London E15 1LA, UK",020 3147 1500,https://residential.jll.co.uk/offices/estate-agent-stratford,4.7,451,,OPERATIONAL,,ChIJSQkxlWEddkgRsJQ2R3lwA2g,property agents,2025-09-17T17:01:02.064799,info@residential.jll.co.uk
Thinq Homes,"130 Plashet Rd, London E13 0QS, UK",020 8548 4007,http://www.thinqhomes.com/,4.9,48,,OPERATIONAL,,ChIJNa2v7Lin2EcRha2cKYlJjpE,property agents,2025-09-17T17:01:02.225276,info@www.thinqhomes.com
Reeds Rains Estate Agents Plaistow,"286 Barking Rd, London E13 8HR, UK",020 7474 9157,https://www.reedsrains.co.uk/estate-agent/plaistow?utm_source=google_my_business&utm_medium=organic&utm_campaign=RPLAI1,4.5,190,,OPERATIONAL,,ChIJLbUSTeGn2EcRK6GxMPi8mrw,property agents,2025-09-17T17:01:02.441235,info@www.reedsrains.co.uk
Bismilla Property Ltd,"747 Barking Rd, London E13 9ER, UK",020 8586 6779,https://bismillaproperty.com/,4.5,18,,OPERATIONAL,,ChIJCatAOM-n2EcR_e2I2mTN_2Q,property agents,2025-09-17T17:01:02.639509,bishalbismillaproperty@gmail.com
Manor Estate Agent,"420 High St N, London E12 6RH, UK",020 3500 9988,https://manorestateagent.co.uk/,4.9,95,,OPERATIONAL,,ChIJt2i7Piqn2EcRNvWISoLLS3Y,property agents,2025-09-17T17:01:02.913589,info@manorestateagent.co.uk
BK Property Management Services - Guaranteed Rent,"136 Katherine Rd, London E6 1ER, UK",020 8470 1420,https://www.bkpropertymanagementservices.com/,5.0,24,,OPERATIONAL,,ChIJvdjKLQCn2EcRqrfM2cQeXtc,property companies,2025-09-17T17:01:03.595231,info@www.bkpropertymanagementservices.com
Imperial Dragon Property Management,"30 Churchill Pl, London E14 5RE, UK",020 7096 0964,http://www.imperialdragonproperty.com/,4.4,39,,OPERATIONAL,,ChIJDYHOJcwEdkgRiVHRULwdLFM,property companies,2025-09-17T17:01:03.747771,info@imperialdragonproperty.com
J Property Management,"7 Bell Yard, London WC2A 2JR, UK",020 3105 5898,http://www.jpropertymanagement.co.uk/,4.8,33,,OPERATIONAL,,ChIJWTF3B9gBdkgRMNQ1jXftdG8,property companies,2025-09-17T17:01:03.954468,info@jpropertymanagement.co.uk
"Partap Property Estate Agents, Sales, Lettings & Property Management","202b Green St, London E7 8LE, UK",020 8470 2928,http://partapproperties.com/,4.4,31,,OPERATIONAL,,ChIJmUWbnbmn2EcRvTykcXHp1FY,property companies,2025-09-17T17:01:04.107776,"info@partapproperties.com, info@partapproperties.com "
Lionsgate Property Management,"14-16 Dowgate Hill, London EC4R 2SU, UK",020 3053 6704,http://lionsgate-property.com/,4.3,162,,OPERATIONAL,,ChIJKVJDsVADdkgR78Jlr3FmkoI,property companies,2025-09-17T17:01:04.266072,info@lionsgate-property.com
Key2Key Property Management,"120 Upton Ln, London E7 9LW, UK",020 8552 4777,http://www.key2keyproperties.com/,4.8,155,,OPERATIONAL,,ChIJTTTdtL2n2EcREeXyaw0MU4E,property companies,2025-09-17T17:01:04.486303,enquiries@key2keyproperties.com
ARQ Homes,"355-357, Barking Rd, London E6 1LA, UK",020 8472 0011,http://www.arqhomes.co.uk/,4.9,233,,OPERATIONAL,,ChIJD6c4L76n2EcRXQpC9qGT_Gg,property companies,2025-09-17T17:01:04.635067,"info@arqhomes.co.uk, 1lainfo@arqhomes.co"
Real Estate Agents London,"75A Barking Rd, London E16 4HB, UK",020 7055 0441,https://realestateagentslondon.co.uk/,4.8,396,,OPERATIONAL,,ChIJjfZBDP2n2EcRoMW6UbBfGj0,property companies,2025-09-17T17:01:04.792225,info@realestateagentslondon.co.uk
Eazy 2 Let,"456c Romford Rd, London E7 8DF, UK",020 8503 5666,,4.5,80,,OPERATIONAL,,ChIJqzgAwren2EcRiWovyhnV_ZQ,property companies,2025-09-17T17:01:05.004123,
Martin Smith Residential Letting & Management,"42 Romford Rd, London E15 4BZ, UK",020 8519 6677,http://www.martinsmithletting.co.uk/,4.3,35,,OPERATIONAL,,ChIJM_umsY6n2EcR0phSRbeHHx8,property companies,2025-09-17T17:01:05.169821,lettings@martinsmithletting.co.uk
Alexander Property Management Ltd,"70 Wood St, London E17 3HT, UK",020 8501 1489,http://www.alexanderproperty.co.uk/,4.8,19,,OPERATIONAL,,ChIJD2ukkPkddkgRarYbeILR6jI,property companies,2025-09-17T17:01:05.323280,info@alexanderproperty.co.ukphone
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property companies,2025-09-17T17:01:05.534949,info@www.letsellproperty.co.uk
The Property Company,"143 Tottenham Ln, London N8 9BJ, UK",020 8348 8833,http://www.thepropertycompany.co.uk/,4.2,561,,OPERATIONAL,,ChIJlRgM7MEbdkgRxyXmtMBCKok,property companies,2025-09-17T17:01:05.762168,"n8@thepropertycompany.co.uk, n14@thepropertycompany.co.uk"
Prime Finders Limited,"141 Cavendish Gardens, London, Barking IG11 9DY, UK",020 7101 4930,http://www.primefinders.co.uk/,4.9,65,,OPERATIONAL,,ChIJVVXM79Cl2EcR4S5IK1MppZU,property companies,2025-09-17T17:01:05.960691,"info@primefinders.co.uk, 930info@primefinders.co.ukhttp"
Kingdom Property Agents Ltd,"91Katherine Road, London E6 1EW, UK",020 8821 0287,https://ukmapslocation.org/business/kingdom-property-agents-ltd-ol72tp,5.0,54,,OPERATIONAL,,ChIJicLUyMqn2EcRHRZfTn5uabI,property companies,2025-09-17T17:01:06.122035,info@ukmapslocation.org
Sequoia Homes,"555-557 Cranbrook Rd, Gants Hill, Ilford IG2 6HE, UK",020 3780 7692,http://www.sequoiahomes.co.uk/,4.1,76,,OPERATIONAL,,ChIJQ3XFQ_QddkgRtddm5OrNLhs,property companies,2025-09-17T17:01:06.324761,info@www.sequoiahomes.co.uk
Bismilla Property Ltd,"747 Barking Rd, London E13 9ER, UK",020 8586 6779,https://bismillaproperty.com/,4.5,18,,OPERATIONAL,,ChIJCatAOM-n2EcR_e2I2mTN_2Q,property companies,2025-09-17T17:01:06.471964,bishalbismillaproperty@gmail.com
Icon Properties,"Central House, 103 Central Park Rd, London E6 3DW, UK",020 8472 0000,http://www.iconproperties.co.uk/,4.7,19,,OPERATIONAL,,ChIJJYuw0PcPdkgRVR5FCKDT2j0,property companies,2025-09-17T17:01:06.632712,info@www.iconproperties.co.uk
base property specialists - London's experts at letting & property management,"3 Garden Walk, London EC2A 3EQ, UK",020 7033 1901,https://www.baseps.co.uk/,5.0,105,,OPERATIONAL,,ChIJS-fnqrocdkgRDwdKmsYYOkw,property companies,2025-09-17T17:01:06.789316,info@www.baseps.co.uk
Raj Properties Limited,"12 Green St, London E7 8BZ, UK",020 8472 6869,https://ajayajay6.wixsite.com/raj-home,4.3,38,,OPERATIONAL,,ChIJxXvoM7un2EcRFFncepENkx4,property companies,2025-09-17T17:01:06.950831,rajproperties@hotmail.com
BK Property Management Services - Guaranteed Rent,"136 Katherine Rd, London E6 1ER, UK",020 8470 1420,https://www.bkpropertymanagementservices.com/,5.0,24,,OPERATIONAL,,ChIJvdjKLQCn2EcRqrfM2cQeXtc,property firms,2025-09-17T17:01:07.676208,info@www.bkpropertymanagementservices.com
Harvey W James,"F1, 415 High St, London E15 4QZ, UK",020 3865 1500,https://www.harveywjames.com/,5.0,211,,OPERATIONAL,,ChIJE3YRc4qn2EcROhAhS9q0jMA,property firms,2025-09-17T17:01:07.840227,"lettings@harveywjames.com, landlord@harveywjames.com, accounts@harveywjames.com, info@harveywjames.com, property@harveywjames.com, aftercare@harveywjames.com"
Stirling and Co Residential,"29 Upton Ln, London E7 9PA, UK",020 8548 0449,http://www.stirlingco.com/,4.9,30,,OPERATIONAL,,ChIJI0VPZf6n2EcReWOlW3f9gn8,property firms,2025-09-17T17:01:07.994104,info@stirlingco.com
ARQ Homes,"355-357, Barking Rd, London E6 1LA, UK",020 8472 0011,http://www.arqhomes.co.uk/,4.9,233,,OPERATIONAL,,ChIJD6c4L76n2EcRXQpC9qGT_Gg,property firms,2025-09-17T17:01:08.193951,"info@arqhomes.co.uk, 1lainfo@arqhomes.co"
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property firms,2025-09-17T17:01:08.350319,info@www.letsellproperty.co.uk
Martin Smith Residential Letting & Management,"42 Romford Rd, London E15 4BZ, UK",020 8519 6677,http://www.martinsmithletting.co.uk/,4.3,35,,OPERATIONAL,,ChIJM_umsY6n2EcR0phSRbeHHx8,property firms,2025-09-17T17:01:08.511744,lettings@martinsmithletting.co.uk
Real Estate Agents London,"75A Barking Rd, London E16 4HB, UK",020 7055 0441,https://realestateagentslondon.co.uk/,4.8,396,,OPERATIONAL,,ChIJjfZBDP2n2EcRoMW6UbBfGj0,property firms,2025-09-17T17:01:08.711894,info@realestateagentslondon.co.uk
Kevin & Co. Sales & Letting Agents,"The Oxygen, 18 Western Gateway, London E16 1BL, UK",,https://kevinandco.uk/,4.9,231,,OPERATIONAL,,ChIJTUsu-Man2EcRNQ69BFQi0zs,property firms,2025-09-17T17:01:08.862447,enquiry@kevinandco.uk
Goldman Greg Estate Agency & Housing Management Services,"143 Leman St, London E1 8EY, UK",020 7977 0018,http://www.goldmangreg.co.uk/,4.9,156,,OPERATIONAL,,ChIJQf4uGHMDdkgRNiqYLkKScEE,property firms,2025-09-17T17:01:09.029629,leads@goldmangreg.co.uk
Markand & Co Solicitors LLP,"6 - 8 Woodford Rd, London E7 0HA, UK",020 8470 1422,http://www.markandsolicitors.co.uk/,4.9,244,,OPERATIONAL,,ChIJp0NLmbmn2EcRNtM-I89GjRg,property firms,2025-09-17T17:01:09.276315,"manjot@markandsolicitors.co.uk, soza@markandsolicitors.co.uk, zara@markandsolicitors.co.uk, bijal@markandsolicitors.co.uk, hidir@markandsolicitors.co.uk, iqra@markandsolicitors.co.uk, zainab@markandsolicitors.co.uk, ms@markandsolicitors.co.uk, vijay@markandsolicitors.co.uk, luva@markandsolicitors.co.uk, maham@markandsolicitors.co.uk, dk@markandsolicitors.co.uk, sumera@markndsolicitors.co.uk, info@markandsolicitors.co.uk, varsha@markandsolicitors.co.uk, luckvinder@markandsolicitors.co.uk, sarah@markandsolicitors.co.uk, hitesh@markandsolicitors.co.uk, gsbhaker@markandsolicitors.co.uk, sheila@markandsolicitors.co.uk, hameda@markandsolicitors.co.uk, sana@markandsolicitors.co.uk, hsm@markandsolicitors.co.uk"
Norman H Barnett,"397 Barking Rd, London E6 2JT, UK",020 8471 2112,http://www.normanhbarnett.co.uk/,4.8,282,,OPERATIONAL,,ChIJadJY-Dam2EcRvYzZVR0wClg,property firms,2025-09-17T17:01:09.472022,info@normanhbarnett.co.uk
McDowalls,"54-56 Barking Rd, London E6 3BP, UK",020 8472 4422,http://www.mcdowalls.com/,4.3,107,,OPERATIONAL,,ChIJi6FkrM6n2EcRDzxtO0ap6Y4,property firms,2025-09-17T17:01:09.626082,info@www.mcdowalls.com
Imperial Dragon Property Management,"30 Churchill Pl, London E14 5RE, UK",020 7096 0964,http://www.imperialdragonproperty.com/,4.4,39,,OPERATIONAL,,ChIJDYHOJcwEdkgRiVHRULwdLFM,property firms,2025-09-17T17:01:09.783088,info@imperialdragonproperty.com
Adam Bernard Solicitors,"25 Barking Rd, London E6 1PW, UK",020 7100 0505,https://www.adambernards.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business+-+East+Ham,4.7,609,,OPERATIONAL,,ChIJRyTmzM6n2EcR_0aroBVqMO0,property firms,2025-09-17T17:01:09.980949,"info@adambernards.co.uk, info@adambernards.co.uk%20, info@adambernards.com"
T J Miller,"148 Plashet Rd, London E13 0QS, UK",020 8514 7788,https://uklocation.org/business/t-j-miller-af90v0,4.8,64,,OPERATIONAL,,ChIJx_eB9Lin2EcRJKlUfqzEkB0,property firms,2025-09-17T17:01:10.136687,info@uklocation.org
MyPIPS Ltd,"Expressway Studio I.I, 1 Dock Rd, London E16 1AH, UK",020 3916 5916,https://mypips.co.uk/,5.0,64,,OPERATIONAL,,ChIJFT_DGKup2EcRnF5MNqqFiR4,property firms,2025-09-17T17:01:10.334633,info@mypips.co.uk
Alico Property Consultants,"151 Plashet Rd, London E13 0RA, UK",020 8552 3325,http://www.alicoproperty.com/,4.0,2,,OPERATIONAL,,ChIJEWOCy7in2EcR-_sh2c8lg4k,property firms,2025-09-17T17:01:10.489075,info@www.alicoproperty.com
Charron Properties,"25 Cabot Sq, London E14 4QZ, UK",07511 674155,http://www.charron.co.uk/,4.9,50,,OPERATIONAL,,ChIJHUGipdOt2EcR4YCT-O_JVdI,property firms,2025-09-17T17:01:10.777097,info@www.charron.co.uk
Thinq Homes,"130 Plashet Rd, London E13 0QS, UK",020 8548 4007,http://www.thinqhomes.com/,4.9,48,,OPERATIONAL,,ChIJNa2v7Lin2EcRha2cKYlJjpE,property firms,2025-09-17T17:01:10.925809,info@www.thinqhomes.com
"Partap Property Estate Agents, Sales, Lettings & Property Management","202b Green St, London E7 8LE, UK",020 8470 2928,http://partapproperties.com/,4.4,31,,OPERATIONAL,,ChIJmUWbnbmn2EcRvTykcXHp1FY,property firms,2025-09-17T17:01:11.073413,"info@partapproperties.com, info@partapproperties.com "
The Property Professionals,"Suite 28, Woodford Business Centre, 113-115 George Ln, London E18 1AB, UK",07970 797809,https://the-property-professionals.ueniweb.com/?utm_campaign=gmb,5.0,2,,OPERATIONAL,,ChIJof8L08Cn2EcRsjtBUmOELMA,property professionals,2025-09-17T17:01:11.601956,info@the-property-professionals.ueniweb.com
The Guild of Property Professionals,"121 Park Ln, London W1K 7AG, UK",020 7629 4141,http://www.guildproperty.co.uk/,4.8,105,,OPERATIONAL,,ChIJaSLEd15w2EcRqMS9WJKBqj0,property professionals,2025-09-17T17:01:11.822743,parklane@guildproperty.co.uk
Professional Homes Limited,"St Mary's Ave, Bromley BR2 0PU, UK",020 3005 6450,http://www.professionalhomes.co.uk/,4.9,29,,OPERATIONAL,,ChIJSw8P6fiq2EcRozYnkq4pNyM,property professionals,2025-09-17T17:01:12.007956,info@professionalhomes.co.uk
Key2Key Property Management,"120 Upton Ln, London E7 9LW, UK",020 8552 4777,http://www.key2keyproperties.com/,4.8,155,,OPERATIONAL,,ChIJTTTdtL2n2EcREeXyaw0MU4E,property professionals,2025-09-17T17:01:12.163892,enquiries@key2keyproperties.com
The Property Expert,"STC House, 7 Elmfield Park, Bromley BR1 1LT, UK",07884 187114,http://www.thepropertyxp.com/,4.9,59,,OPERATIONAL,,ChIJhfOZhner2EcRckEt58v6P1w,property professionals,2025-09-17T17:01:12.379660,info@www.thepropertyxp.com
Shan Properties (UK) Ltd,"61 Plashet Grove, London E6 1AD, UK",020 8472 9993,https://shanproperties.co.uk/,4.7,332,,OPERATIONAL,,ChIJy418xren2EcRRyWx6ahlYDI,property professionals,2025-09-17T17:01:12.537269,"info@shanproperties.co.uk, usinfo@shanproperties.co.uk"
base property specialists - London's experts at letting & property management,"3 Garden Walk, London EC2A 3EQ, UK",020 7033 1901,https://www.baseps.co.uk/,5.0,105,,OPERATIONAL,,ChIJS-fnqrocdkgRDwdKmsYYOkw,property professionals,2025-09-17T17:01:12.698461,info@www.baseps.co.uk
THE REAL PROPERTY EXPERTS,"18 Bouverie Pl, Tyburnia, London W2 1RD, UK",020 7723 2393,https://www.trpe.co.uk/,4.5,49,,OPERATIONAL,,ChIJAQBQwTQFdkgRbqLmnEupDPc,property professionals,2025-09-17T17:01:12.927799,info@www.trpe.co.uk
Capricorn Property,"39, The Lock Bldg, 72-74 High St, London E15 2QB, UK",020 8534 4500,https://www.capricornproperty.com/,4.2,34,,OPERATIONAL,,ChIJIWbA8VwddkgRcyo8SXHHAhU,property professionals,2025-09-17T17:01:13.117691,info@capricornproperty.com
London Property Management,"25 Cabot Sq, London E14 4QA, UK",020 3051 8689,http://www.ldn-pm.co.uk/,1.0,1,,OPERATIONAL,,ChIJ7d8dzagFdkgRTkp9XTYni9U,property professionals,2025-09-17T17:01:13.294502,info@www.ldn-pm.co.uk
Hunters Estate & Letting Agents Plaistow,"272 Barking Rd, London E13 8HR, UK",020 7474 2345,https://www.hunters.com/office/plaistow?utm_source=google&utm_medium=local,4.6,190,,OPERATIONAL,,ChIJfyPNUuGn2EcRjyl-qGgxZYg,property professionals,2025-09-17T17:01:13.441438,info@www.hunters.com
Hub Of Homes,"35 Longbridge Rd, Barking IG11 8TN, UK",020 3921 2000,https://www.hubofhomes.com/,5.0,34,,OPERATIONAL,,ChIJjS3BxAun2EcRokCG7IGxdMk,property professionals,2025-09-17T17:01:13.637937,info@hubofhomes.com
Payne & Co,"151 Cranbrook Rd, Cranbrook, Ilford IG1 4TA, UK",020 8518 3000,http://www.payneandco.co.uk/,4.6,255,,OPERATIONAL,,ChIJZZcfgfSm2EcRyZ4EvKksXvE,property professionals,2025-09-17T17:01:13.829762,"ilford@payneandco.co.ukphone, ilford@payneandco.co.uk"
Property Professionals,"117 Hammersmith Rd, London W54 7BD, UK",07451 215022,http://propertyhubpro.com/,0.0,0,,OPERATIONAL,,ChIJL__uEcAPdkgRJrLsm_3nYPU,property professionals,2025-09-17T17:01:13.995563,info@propertyhubpro.com
